,Tweets,created_at,geo,coordinates,place,lang,entities
0,@eng_alaa_halisi المطعوم إلوه سايد إفيكت https://t.co/e0kPynVSoB,2021-04-10 22:12:39,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eng_alaa_halisi', 'name': 'علاء الحليسي 𝕬𝖑𝖆𝖆 𝖍𝖆𝖑𝖎𝖘𝖎🇵🇸', 'id': 2436775422, 'id_str': '2436775422', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1381007234205900802, 'id_str': '1381007234205900802', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EypSwzsWYAIk-Fk.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EypSwzsWYAIk-Fk.jpg', 'url': 'https://t.co/e0kPynVSoB', 'display_url': 'pic.twitter.com/e0kPynVSoB', 'expanded_url': 'https://twitter.com/DM0000000000/status/1381007244544897032/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 282, 'h': 212, 'resize': 'fit'}, 'small': {'w': 282, 'h': 212, 'resize': 'fit'}, 'medium': {'w': 282, 'h': 212, 'resize': 'fit'}}}]}"
1,RT @hazaynwa: @AlMamlakaTV طيب من اول يوم المنصه انطرحت وانا مسجل فيها وما في خبر وانا اسمع الاصغر مني والاكبر ماخذين المطعوم,2021-04-10 19:19:01,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hazaynwa', 'name': 'vanJaka 🇯🇴', 'id': 1190676941868847106, 'id_str': '1190676941868847106', 'indices': [3, 12]}, {'screen_name': 'AlMamlakaTV', 'name': 'قناة المملكة', 'id': 816213211150188544, 'id_str': '816213211150188544', 'indices': [14, 26]}], 'urls': []}"
2,@AlMamlakaTV طيب من اول يوم المنصه انطرحت وانا مسجل فيها وما في خبر وانا اسمع الاصغر مني والاكبر ماخذين المطعوم,2021-04-10 19:15:56,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AlMamlakaTV', 'name': 'قناة المملكة', 'id': 816213211150188544, 'id_str': '816213211150188544', 'indices': [0, 12]}], 'urls': []}"
3,@AssalaLamaa دكتورة هل المطعوم الصيني والروسي يعطي نتائج مثل فايزر وهل المدة بين الجرعة الاولى والثانية اذا تاخرت تققل فاعليه,2021-04-08 19:12:25,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AssalaLamaa', 'name': 'Dr Assala Lamaa', 'id': 2851992821, 'id_str': '2851992821', 'indices': [0, 12]}], 'urls': []}"
4,شعب بعرفش يمشي خطوتين للسوبر ماركت وبوكل نص سدر منسف وبعده بسلخ نص كيلو كنافة مع لتر ببسي وبقلك المطعوم بعمل تجلطات 🤦🏻‍♂️,2021-04-08 07:54:08,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
5,كل يوم بزيد عندي فكرة الدولة العميقه بالأردن الي بتحول تخرب او تعمل ازمات و القائمين على البلد خيار المناورة عندهم… https://t.co/srXCJcbrIT,2021-04-07 20:08:40,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/srXCJcbrIT', 'expanded_url': 'https://twitter.com/i/web/status/1379888879038312448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
6,@RajabiRakan @ahmad_altarifi9 في مواليد ٩٥ اخذو المطعوم وما عندهم اي سجل مرضي/عوامل مساعده,2021-04-07 11:04:07,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RajabiRakan', 'name': 'Rakan Bader', 'id': 3238428140, 'id_str': '3238428140', 'indices': [0, 12]}, {'screen_name': 'ahmad_altarifi9', 'name': 'Ahmad Al-Tarifi \uf8ff', 'id': 1712555292, 'id_str': '1712555292', 'indices': [13, 29]}], 'urls': []}"
7,"@BigAhmad_ @AyoubyMohammad @ahmad_altarifi9 جو مؤامرة بهاد كله !
ماشي كله تمام ومافي تقديم مواعيد ومافي واسطات
والي… https://t.co/B0wSCB2eVH",2021-04-07 11:02:52,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BigAhmad_', 'name': 'Ahmad AlHasan 𓂆 \u200f\uf8ff', 'id': 1198627478325137409, 'id_str': '1198627478325137409', 'indices': [0, 10]}, {'screen_name': 'AyoubyMohammad', 'name': 'Mohammad alayouby', 'id': 1292853358450049025, 'id_str': '1292853358450049025', 'indices': [11, 26]}, {'screen_name': 'ahmad_altarifi9', 'name': 'Ahmad Al-Tarifi \uf8ff', 'id': 1712555292, 'id_str': '1712555292', 'indices': [27, 43]}], 'urls': [{'url': 'https://t.co/B0wSCB2eVH', 'expanded_url': 'https://twitter.com/i/web/status/1379751525984129032', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
8,"@ahmad_altarifi9 @BigAhmad_ الواسطات لما واحد يقدم دوره 
طبعاً عامي الصغار يوخو مطاعيم
لكن مش يقدم دورة
٣ اشخاص لحد… https://t.co/XFiEHPBSwO",2021-04-07 09:44:05,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ahmad_altarifi9', 'name': 'Ahmad Al-Tarifi \uf8ff', 'id': 1712555292, 'id_str': '1712555292', 'indices': [0, 16]}, {'screen_name': 'BigAhmad_', 'name': 'Ahmad AlHasan 𓂆 \u200f\uf8ff', 'id': 1198627478325137409, 'id_str': '1198627478325137409', 'indices': [17, 27]}], 'urls': [{'url': 'https://t.co/XFiEHPBSwO', 'expanded_url': 'https://twitter.com/i/web/status/1379731699509161985', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
9,@anas_khaldi @Thaeralkadi عادي من شمس العقبة إفحص و خذ المطعوم,2021-04-06 16:57:09,,,"Place(_api=<tweepy.api.API object at 0x000002484B2D6490>, id='002751a62c5f6114', url='https://api.twitter.com/1.1/geo/id/002751a62c5f6114.json', place_type='admin', name='Irbid', full_name='Irbid, Hashemite Kingdom of Jordan', country_code='JO', country='Hashemite Kingdom of Jordan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002484B2D6490>, type='Polygon', coordinates=[[[35.546435, 32.247619], [36.0871758, 32.247619], [36.0871758, 32.7553607], [35.546435, 32.7553607]]]), attributes={})",ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'anas_khaldi', 'name': 'أنس الخالدي', 'id': 4004012242, 'id_str': '4004012242', 'indices': [0, 12]}, {'screen_name': 'Thaeralkadi', 'name': 'Thaer Al-kadiثائر طراد القاضي', 'id': 168217614, 'id_str': '168217614', 'indices': [13, 25]}], 'urls': []}"
