,Tweets,created_at,geo,coordinates,place,lang,entities
0,@eng_alaa_halisi المطعوم إلوه سايد إفيكت https://t.co/e0kPynVSoB,2021-04-10 22:12:39,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eng_alaa_halisi', 'name': 'علاء الحليسي 𝕬𝖑𝖆𝖆 𝖍𝖆𝖑𝖎𝖘𝖎🇵🇸', 'id': 2436775422, 'id_str': '2436775422', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1381007234205900802, 'id_str': '1381007234205900802', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EypSwzsWYAIk-Fk.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EypSwzsWYAIk-Fk.jpg', 'url': 'https://t.co/e0kPynVSoB', 'display_url': 'pic.twitter.com/e0kPynVSoB', 'expanded_url': 'https://twitter.com/DM0000000000/status/1381007244544897032/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 282, 'h': 212, 'resize': 'fit'}, 'small': {'w': 282, 'h': 212, 'resize': 'fit'}, 'medium': {'w': 282, 'h': 212, 'resize': 'fit'}}}]}"
1,"RT @kalsal: الصين الآن أعلى معدل تطعيم يومي بالعالم ٥,٨ مليون جرعه، أمريكا ٣,١ مليون، الهند ٢,١ مليون، البرازيل ٨٥٠ ألف، بريطانيا ٥١٥ ألف،…",2021-04-10 19:36:52,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kalsal', 'name': 'Khaled Salaymeh', 'id': 48989871, 'id_str': '48989871', 'indices': [3, 10]}], 'urls': []}"
2,RT @hazaynwa: @AlMamlakaTV طيب من اول يوم المنصه انطرحت وانا مسجل فيها وما في خبر وانا اسمع الاصغر مني والاكبر ماخذين المطعوم,2021-04-10 19:19:01,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hazaynwa', 'name': 'vanJaka 🇯🇴', 'id': 1190676941868847106, 'id_str': '1190676941868847106', 'indices': [3, 12]}, {'screen_name': 'AlMamlakaTV', 'name': 'قناة المملكة', 'id': 816213211150188544, 'id_str': '816213211150188544', 'indices': [14, 26]}], 'urls': []}"
3,@AlMamlakaTV طيب من اول يوم المنصه انطرحت وانا مسجل فيها وما في خبر وانا اسمع الاصغر مني والاكبر ماخذين المطعوم,2021-04-10 19:15:56,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AlMamlakaTV', 'name': 'قناة المملكة', 'id': 816213211150188544, 'id_str': '816213211150188544', 'indices': [0, 12]}], 'urls': []}"
4,RT @Hananqabartai: تلقيك #مطعوم_كورونا لا يمنع اصابتك اذا لم تأخذ الإحتياطات المطلوبة(تعقيم، وتباعد، وارتداء الكمامة)، واذا لا سمح الله اصب…,2021-04-10 17:31:20,,,,ar,"{'hashtags': [{'text': 'مطعوم_كورونا', 'indices': [25, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Hananqabartai', 'name': 'Hanan Qabartai', 'id': 746931761305759744, 'id_str': '746931761305759744', 'indices': [3, 17]}], 'urls': []}"
5,"عاجل.. مليون و115 الف مواطن سجلوا لتلقي مطعوم كورونا.. وحوالي 431 الفا تلقوا الجرعة الاولى من المطعوم

#صحيفة_الراي… https://t.co/vpH84JlDMh",2021-04-10 17:17:12,,,,ar,"{'hashtags': [{'text': 'صحيفة_الراي', 'indices': [103, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vpH84JlDMh', 'expanded_url': 'https://twitter.com/i/web/status/1380932892394717187', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
6,"RT @MoeAlmomani95: تحذير بخصوص المطعوم:
او عنده تجلطات سابقة مثل تجلطات باوردة القدم او الرئة
او عنده اي عوامل تجلطات مثل ادوية منع الحمل ا…",2021-04-10 10:53:52,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MoeAlmomani95', 'name': 'Mohammad Almomani', 'id': 351899737, 'id_str': '351899737', 'indices': [3, 17]}], 'urls': []}"
7,كنت بحكي مع دائرة الأزمات عشان المطعوم سألني كم عمرك حكتله ١٨ بعدين قلتله وك عمري ٢٠ اتخربطت الله ياخدني و قلبت من… https://t.co/qQhw0Q7fk9,2021-04-10 10:14:09,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qQhw0Q7fk9', 'expanded_url': 'https://twitter.com/i/web/status/1380826426329477122', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
8,"لماذا يجب أن أستمر في ارتداء الكمامة حتى بعد استكمال جرعات مطعوم فيروس كورونا المقررة؟ 
#مطعوم_فيروس_كورونا… https://t.co/Bf3eNOzAwt",2021-04-10 09:38:06,,,,ar,"{'hashtags': [{'text': 'مطعوم_فيروس_كورونا', 'indices': [88, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bf3eNOzAwt', 'expanded_url': 'https://twitter.com/i/web/status/1380817353781489664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]}"
9,"@adnansweiti طبيعي🥲
بتعرف من لما اخدت المطعوم وانا اقل اشي بنام ١٢ ساعة🥲",2021-04-10 08:29:54,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'adnansweiti', 'name': 'Adnan F. Sweiti', 'id': 1165164234424115200, 'id_str': '1165164234424115200', 'indices': [0, 12]}], 'urls': []}"
