,Tweets,created_at,geo,coordinates,place,lang,entities
0,"موسكو: لقاح جديد مضاد لكورونا قيد التطوير
https://t.co/II4w228Zzy https://t.co/HuDyKwmOPY",2021-04-10 23:49:12,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/II4w228Zzy', 'expanded_url': 'http://www.jordanzad.com/index.php?page=article&id=432925', 'display_url': 'jordanzad.com/index.php?page…', 'indices': [42, 65]}], 'media': [{'id': 1381031534384320513, 'id_str': '1381031534384320513', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eypo3Q6XEAERA9N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eypo3Q6XEAERA9N.jpg', 'url': 'https://t.co/HuDyKwmOPY', 'display_url': 'pic.twitter.com/HuDyKwmOPY', 'expanded_url': 'https://twitter.com/JordanZad1/status/1381031541309112321/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 800, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 450, 'resize': 'fit'}}}]}"
1,"مهيدات: لم تسجل أي حالة تجلط بسبب لقاح ""استرازينيكا

https://t.co/D6gTEoQtpC",2021-04-10 23:31:03,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/D6gTEoQtpC', 'expanded_url': 'https://hawajordan.net/jonews/beni-news/142630.html#.YHI1DugzbIU', 'display_url': 'hawajordan.net/jonews/beni-ne…', 'indices': [53, 76]}]}"
2,طلعلي موعد لقاح يوم الاثنين بعجلون 💃💃,2021-04-10 22:40:01,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
3,ما هي الشروط المتوقعة لدخول مثلث الأردن السياحي الذهبي الصيف المقبل؟ يشترط على السياح المحليين والأجانب تلقي لقاح ك… https://t.co/woWvc7DKge,2021-04-10 22:30:51,,,"Place(_api=<tweepy.api.API object at 0x0000022ED782A9A0>, id='01490cd33ff0f963', url='https://api.twitter.com/1.1/geo/id/01490cd33ff0f963.json', place_type='admin', name='Amman', full_name='Amman, Hashemite Kingdom of Jordan', country_code='JO', country='Hashemite Kingdom of Jordan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ED782A9A0>, type='Polygon', coordinates=[[[35.6797295, 31.2567877], [37.2500185, 31.2567877], [37.2500185, 32.088612], [35.6797295, 32.088612]]]), attributes={})",ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/woWvc7DKge', 'expanded_url': 'https://twitter.com/i/web/status/1381011824691281923', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
4,"حجاوي عن لقاح جونسون آند جونسون: لما يجي الصبي بنصلي ع النبي
https://t.co/E9J5YVfkrU https://t.co/09IUkq08VN",2021-04-10 22:03:25,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/E9J5YVfkrU', 'expanded_url': 'http://www.jordanzad.com/index.php?page=article&id=432906', 'display_url': 'jordanzad.com/index.php?page…', 'indices': [61, 84]}], 'media': [{'id': 1381004912507682819, 'id_str': '1381004912507682819', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/EypQpqsXAAMaXeU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EypQpqsXAAMaXeU.jpg', 'url': 'https://t.co/09IUkq08VN', 'display_url': 'pic.twitter.com/09IUkq08VN', 'expanded_url': 'https://twitter.com/JordanZad1/status/1381004921001156608/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 692, 'h': 449, 'resize': 'fit'}, 'small': {'w': 680, 'h': 441, 'resize': 'fit'}, 'medium': {'w': 692, 'h': 449, 'resize': 'fit'}}}]}"
5,"مهيدات: لم تسجل أي حالة تجلط بسبب لقاح ""استرازينيكا""
https://t.co/8i7HV1UCpB https://t.co/PH5D2ueEq2",2021-04-10 21:33:49,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8i7HV1UCpB', 'expanded_url': 'http://www.jordanzad.com/index.php?page=article&id=432898', 'display_url': 'jordanzad.com/index.php?page…', 'indices': [53, 76]}], 'media': [{'id': 1380997465386708992, 'id_str': '1380997465386708992', 'indices': [77, 100], 'media_url': 'http://pbs.twimg.com/media/EypJ4MAW8AA_DBP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EypJ4MAW8AA_DBP.jpg', 'url': 'https://t.co/PH5D2ueEq2', 'display_url': 'pic.twitter.com/PH5D2ueEq2', 'expanded_url': 'https://twitter.com/JordanZad1/status/1380997472416366593/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 450, 'resize': 'fit'}, 'large': {'w': 800, 'h': 450, 'resize': 'fit'}}}]}"
6,"#عاجل 
مهيدات: لم تسجل أي حالة تجلط بسبب لقاح ""استرازينيكا""
https://t.co/zOla3uhusT",2021-04-10 19:55:02,,,,ar,"{'hashtags': [{'text': 'عاجل', 'indices': [0, 5]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zOla3uhusT', 'expanded_url': 'http://assabeel.net/481601', 'display_url': 'assabeel.net/481601', 'indices': [60, 83]}]}"
7,"نحو 431 ألف شخص تلقوا الجرعة الاولى من لقاح كورونا في الأردن

https://t.co/uxitSI1E6B",2021-04-10 19:52:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uxitSI1E6B', 'expanded_url': 'http://hawajordan.net/jonews/beni-news/142626.html#.YHIBZDhvapo', 'display_url': 'hawajordan.net/jonews/beni-ne…', 'indices': [62, 85]}]}"
8,"الصين تعتزم إنتاج 3 مليارات جرعة لقاح كورونا بنهاية العام

https://t.co/SwEp9wMHmo https://t.co/o8y9v0YkmU",2021-04-10 19:30:49,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SwEp9wMHmo', 'expanded_url': 'http://www.jordanzad.com/index.php?page=article&id=432893', 'display_url': 'jordanzad.com/index.php?page…', 'indices': [59, 82]}], 'media': [{'id': 1380966512064860162, 'id_str': '1380966512064860162', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/Eyotud5WEAIkyQZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eyotud5WEAIkyQZ.jpg', 'url': 'https://t.co/o8y9v0YkmU', 'display_url': 'pic.twitter.com/o8y9v0YkmU', 'expanded_url': 'https://twitter.com/JordanZad1/status/1380966516242448384/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 700, 'h': 400, 'resize': 'fit'}, 'large': {'w': 700, 'h': 400, 'resize': 'fit'}, 'small': {'w': 680, 'h': 389, 'resize': 'fit'}}}]}"
9,السعودية تعلن التوسع في إعطاء الجرعة الأولى من لقاح كورونا وإرجاء مواعيد الجرعة الثانية https://t.co/nvlFYXaoLV,2021-04-10 19:30:36,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nvlFYXaoLV', 'expanded_url': 'http://factjo.com/news.aspx?Id=120760#.YHH82lNjpkY.twitter', 'display_url': 'factjo.com/news.aspx?Id=1…', 'indices': [88, 111]}]}"
