,Tweets,created_at,geo,coordinates,place,lang,entities
0,"@MoathAbuOwn اذا كان كادر طبي له اولوية اللقاح مهما كان عمره.
الخبر يخص المواطنين الذين لا ينتمون للقطاع الطبي.",2021-04-22 22:19:40,,,"Place(_api=<tweepy.api.API object at 0x000001C40B3D9460>, id='01490cd33ff0f963', url='https://api.twitter.com/1.1/geo/id/01490cd33ff0f963.json', place_type='admin', name='Amman', full_name='Amman, Hashemite Kingdom of Jordan', country_code='JO', country='Hashemite Kingdom of Jordan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C40B3D9460>, type='Polygon', coordinates=[[[35.6797295, 31.2567877], [37.2500185, 31.2567877], [37.2500185, 32.088612], [35.6797295, 32.088612]]]), attributes={})",ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MoathAbuOwn', 'name': 'معاذ ابوعون', 'id': 237229589, 'id_str': '237229589', 'indices': [0, 12]}], 'urls': []}"
1,"عدد اللذين تلقوا المطاعيم حسب نوع اللقاح  :

مطعوم استرازينيكا: ٨٠ مليون شخص

مطعوم  سبوتنيك: ٣٠ مليون شخص

مطعوم ف… https://t.co/i5RiGUkfzB",2021-04-22 22:13:24,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/i5RiGUkfzB', 'expanded_url': 'https://twitter.com/i/web/status/1385356087575068683', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2,”دايماً التطوع شيء حلو، وخصوصاً هاي الأيام، لأنه عم نساعد الناس تسجل لأخذ اللقاح وبنعطيهم نصائح حوله. بتمنى ترجع ال… https://t.co/gvVKkqrsiK,2021-04-22 20:55:00,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gvVKkqrsiK', 'expanded_url': 'https://twitter.com/i/web/status/1385336356147183617', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
3,@MkMheadat طلعلك استرازينيكا حتى لو انك تحت سن ال30 لأنك على الاغلب مسجل ككادر طبي..انا مداوم في مركز مطاعيم وجميع… https://t.co/MZnKqhgaUQ,2021-04-22 20:16:00,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MkMheadat', 'name': 'Mohammad Mheadat', 'id': 923170332399284224, 'id_str': '923170332399284224', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/MZnKqhgaUQ', 'expanded_url': 'https://twitter.com/i/web/status/1385326540897009675', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
4,@SaudiMOH937 على الرغم من تفعيل الموقع في الجهاز والتطبيق تظهر  لي هذه الرسالة ولأقربائي أيضا في كل محاولة لحجز موع… https://t.co/AmtblGeUgh,2021-04-22 20:02:48,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SaudiMOH937', 'name': 'الصحة_937', 'id': 3215996722, 'id_str': '3215996722', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/AmtblGeUgh', 'expanded_url': 'https://twitter.com/i/web/status/1385323218769256449', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
5,@MMJAMAANI على ذمته ما انصاب نهائيا وفحص اصلا قبل اللقاح كورونا وكمان اجسام وما كان عنده مناعة,2021-04-22 19:45:38,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MMJAMAANI', 'name': 'أبوتركي #Inter', 'id': 1130873287779782658, 'id_str': '1130873287779782658', 'indices': [0, 10]}], 'urls': []}"
6,RT @sireenb: لماذا هذا القرار؟ عندي معاملات حكومية كنت بانتظار تلقي اللقاح لمتابعتها والآن بالرغم من مرور اكثر من اسبوعين على الجرعة الثاني…,2021-04-22 19:06:56,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sireenb', 'name': 'Sireen Barakat 😷staying at home😷', 'id': 75536612, 'id_str': '75536612', 'indices': [3, 11]}], 'urls': []}"
7,RT @abd_abuzaid1: @Alhmaedy84 يا اخي يعطونا اللقاح بس يتركونا بحالنا 😥,2021-04-22 19:00:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'abd_abuzaid1', 'name': '؏ــبــدﷲ|Abdullah 🇯🇴', 'id': 576332386, 'id_str': '576332386', 'indices': [3, 16]}, {'screen_name': 'Alhmaedy84', 'name': 'Yousef hamayidah 🇯🇴', 'id': 1003738282545557505, 'id_str': '1003738282545557505', 'indices': [18, 29]}], 'urls': []}"
8,@tfrabiah والله حابين ناخذ اللقاح بس للاسف ما في مواعيد ابدا!,2021-04-22 17:53:19,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tfrabiah', 'name': 'توفيق الربيعة', 'id': 403239402, 'id_str': '403239402', 'indices': [0, 9]}], 'urls': []}"
9,@zenamgd اللهُ أعلم ،،، اللقاح الصيني لا توجد أعراض جانبية نهائياً بالنسبة لي بعد الجرعة الأولى,2021-04-22 17:37:09,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'zenamgd', 'name': 'مجدي', 'id': 1266373265485778946, 'id_str': '1266373265485778946', 'indices': [0, 8]}], 'urls': []}"
10,@SereenBeiruti طب لحد هسا ما شفت حدا اخذ اللقاح الا اقل من ٣٠ عمين بتخوثو!,2021-04-22 17:12:50,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SereenBeiruti', 'name': 'سِرين', 'id': 2927117832, 'id_str': '2927117832', 'indices': [0, 14]}], 'urls': []}"
